,W_VM_G,HP_ID_Reg,W_ID,W_GEW,W_HOCH,W_SZ,W_AZ,zweck,wegkm,wegmin_imp1,ST_JAHR,ST_MONAT,ST_WOCHE,ST_WOTAG,W_SZS,W_SZM,W_AZS,W_AZM,W_FOLGETAG,weg_intermod
427,1.0,1043,1.0,1.2549170429051637,336.3452638253472,28800.0,29700.0,1.0,5.99,15.0,2016.0,10.0,44.0,1.0,8.0,0.0,8.0,15.0,0.0,0.0
428,1.0,1043,2.0,1.2549170429051637,336.3452638253472,61500.0,62400.0,8.0,5.99,15.0,2016.0,10.0,44.0,1.0,17.0,5.0,17.0,20.0,0.0,0.0
429,0.0,1043,3.0,1.2549170429051637,336.3452638253472,64200.0,66000.0,7.0,7.65,30.0,2016.0,10.0,44.0,1.0,17.0,50.0,18.0,20.0,0.0,1.0
430,0.0,1043,4.0,1.2549170429051637,336.3452638253472,73800.0,74100.0,7.0,0.1,5.0,2016.0,10.0,44.0,1.0,20.0,30.0,20.0,35.0,0.0,0.0
431,0.0,1043,5.0,1.2549170429051637,336.3452638253472,81900.0,82200.0,8.0,0.1,5.0,2016.0,10.0,44.0,1.0,22.0,45.0,22.0,50.0,0.0,0.0
432,0.0,587,1.0,1.251642218110801,335.46753902619093,32400.0,33000.0,4.0,0.98,10.0,2017.0,5.0,20.0,5.0,9.0,0.0,9.0,10.0,0.0,0.0
433,0.0,587,2.0,1.251642218110801,335.46753902619093,34200.0,34500.0,4.0,0.49,5.0,2017.0,5.0,20.0,5.0,9.0,30.0,9.0,35.0,0.0,0.0
434,0.0,587,3.0,1.251642218110801,335.46753902619093,35100.0,35400.0,4.0,0.49,5.0,2017.0,5.0,20.0,5.0,9.0,45.0,9.0,50.0,0.0,0.0
435,0.0,587,4.0,1.251642218110801,335.46753902619093,35700.0,36000.0,4.0,0.49,5.0,2017.0,5.0,20.0,5.0,9.0,55.0,10.0,0.0,0.0,0.0
436,0.0,587,5.0,1.251642218110801,335.46753902619093,36300.0,36900.0,8.0,0.49,10.0,2017.0,5.0,20.0,5.0,10.0,5.0,10.0,15.0,0.0,0.0
437,0.0,547,1.0,0.44921479788103325,120.39940852007729,29700.0,30300.0,7.0,1.96,10.0,2017.0,4.0,16.0,4.0,8.0,15.0,8.0,25.0,0.0,0.0
438,0.0,547,2.0,0.44921479788103325,120.39940852007729,33000.0,33600.0,7.0,1.96,10.0,2017.0,4.0,16.0,4.0,9.0,10.0,9.0,20.0,0.0,0.0
439,1.0,547,3.0,0.44921479788103325,120.39940852007729,50400.0,52200.0,7.0,11.4,30.0,2017.0,4.0,16.0,4.0,14.0,0.0,14.0,30.0,0.0,0.0
440,1.0,547,4.0,0.44921479788103325,120.39940852007729,57600.0,61200.0,4.0,11.4,60.0,2017.0,4.0,16.0,4.0,16.0,0.0,17.0,0.0,0.0,0.0
441,1.0,547,5.0,0.44921479788103325,120.39940852007729,61200.0,61800.0,8.0,11.4,10.0,2017.0,4.0,16.0,4.0,17.0,0.0,17.0,10.0,0.0,0.0
442,1.0,1463,1.0,1.5412133690056595,413.0789522224503,52200.0,52800.0,6.0,4.28,10.0,2016.0,7.0,29.0,7.0,14.0,30.0,14.0,40.0,0.0,0.0
443,1.0,1463,2.0,1.5412133690056595,413.0789522224503,52800.0,54000.0,7.0,11.4,20.0,2016.0,7.0,29.0,7.0,14.0,40.0,15.0,0.0,0.0,0.0
444,0.0,1463,3.0,1.5412133690056595,413.0789522224503,66000.0,66300.0,7.0,0.25,5.0,2016.0,7.0,29.0,7.0,18.0,20.0,18.0,25.0,0.0,0.0
445,1.0,1463,4.0,1.5412133690056595,413.0789522224503,71100.0,71700.0,8.0,6.84,10.0,2016.0,7.0,29.0,7.0,19.0,45.0,19.0,55.0,0.0,0.0
446,703.0,546,1.0,0.6415252498777384,171.94282334490228,28800.0,29700.0,1.0,70703.0,15.0,2017.0,6.0,25.0,2.0,8.0,0.0,8.0,15.0,0.0,703.0
447,703.0,546,2.0,0.6415252498777384,171.94282334490228,46800.0,47700.0,8.0,70703.0,15.0,2017.0,6.0,25.0,2.0,13.0,0.0,13.0,15.0,0.0,703.0
448,703.0,546,3.0,0.6415252498777384,171.94282334490228,54000.0,56700.0,4.0,70703.0,45.0,2017.0,6.0,25.0,2.0,15.0,0.0,15.0,45.0,0.0,703.0
449,703.0,546,4.0,0.6415252498777384,171.94282334490228,58200.0,58500.0,8.0,70703.0,5.0,2017.0,6.0,25.0,2.0,16.0,10.0,16.0,15.0,0.0,703.0
450,703.0,546,5.0,0.6415252498777384,171.94282334490228,61200.0,62400.0,5.0,70703.0,20.0,2017.0,6.0,25.0,2.0,17.0,0.0,17.0,20.0,0.0,703.0
451,703.0,546,6.0,0.6415252498777384,171.94282334490228,68700.0,69900.0,8.0,70703.0,20.0,2017.0,6.0,25.0,2.0,19.0,5.0,19.0,25.0,0.0,703.0
452,703.0,546,7.0,0.6415252498777384,171.94282334490228,74400.0,75900.0,7.0,70703.0,25.0,2017.0,6.0,25.0,2.0,20.0,40.0,21.0,5.0,0.0,703.0
453,703.0,546,8.0,0.6415252498777384,171.94282334490228,81600.0,83100.0,8.0,70703.0,25.0,2017.0,6.0,25.0,2.0,22.0,40.0,23.0,5.0,0.0,703.0
454,0.0,1325,1.0,0.08926116385575733,23.92394770328345,43200.0,43500.0,7.0,1.18,5.0,2017.0,5.0,21.0,1.0,12.0,0.0,12.0,5.0,0.0,0.0
455,0.0,1325,2.0,0.08926116385575733,23.92394770328345,44700.0,45000.0,8.0,1.18,5.0,2017.0,5.0,21.0,1.0,12.0,25.0,12.0,30.0,0.0,0.0
456,0.0,1325,3.0,0.08926116385575733,23.92394770328345,50400.0,51000.0,4.0,2.35,10.0,2017.0,5.0,21.0,1.0,14.0,0.0,14.0,10.0,0.0,0.0
457,0.0,1325,4.0,0.08926116385575733,23.92394770328345,52800.0,53400.0,8.0,2.35,10.0,2017.0,5.0,21.0,1.0,14.0,40.0,14.0,50.0,0.0,0.0
458,0.0,1325,5.0,0.08926116385575733,23.92394770328345,67800.0,3000.0,2.0,468.0,360.0,2017.0,5.0,21.0,1.0,18.0,50.0,0.0,50.0,1.0,1.0
459,0.0,1518,1.0,1.2545440821943874,336.24530218296474,30600.0,31200.0,1.0,3.63,10.0,2017.0,5.0,22.0,3.0,8.0,30.0,8.0,40.0,0.0,0.0
460,0.0,1518,2.0,1.2545440821943874,336.24530218296474,56100.0,56700.0,8.0,3.63,10.0,2017.0,5.0,22.0,3.0,15.0,35.0,15.0,45.0,0.0,0.0
461,1.0,1480,1.0,0.13552887157371862,36.32470713752104,36000.0,36900.0,4.0,4.75,15.0,2017.0,4.0,14.0,6.0,10.0,0.0,10.0,15.0,0.0,0.0
462,1.0,1480,2.0,0.13552887157371862,36.32470713752104,37800.0,39600.0,8.0,4.75,30.0,2017.0,4.0,14.0,6.0,10.0,30.0,11.0,0.0,0.0,0.0
463,1.0,1480,3.0,0.13552887157371862,36.32470713752104,46800.0,47700.0,5.0,7.6,15.0,2017.0,4.0,14.0,6.0,13.0,0.0,13.0,15.0,0.0,0.0
464,1.0,1480,4.0,0.13552887157371862,36.32470713752104,52200.0,54000.0,8.0,7.6,30.0,2017.0,4.0,14.0,6.0,14.0,30.0,15.0,0.0,0.0,0.0
465,1.0,415,1.0,0.11655861362215435,31.240262351607033,54000.0,56400.0,7.0,3.33,40.0,2017.0,3.0,13.0,2.0,15.0,0.0,15.0,40.0,0.0,1.0
466,1.0,1802,1.0,0.20473285663186036,54.87289145276514,26100.0,27600.0,1.0,21.85,25.0,2017.0,1.0,4.0,4.0,7.0,15.0,7.0,40.0,0.0,0.0
467,1.0,1802,2.0,0.20473285663186036,54.87289145276514,63900.0,65400.0,8.0,21.85,25.0,2017.0,1.0,4.0,4.0,17.0,45.0,18.0,10.0,0.0,0.0
468,1.0,353,1.0,0.11033673561474973,29.57266271884965,32400.0,33000.0,6.0,4.75,10.0,2017.0,2.0,8.0,4.0,9.0,0.0,9.0,10.0,0.0,0.0
469,1.0,353,2.0,0.11033673561474973,29.57266271884965,33300.0,33600.0,6.0,4.75,5.0,2017.0,2.0,8.0,4.0,9.0,15.0,9.0,20.0,0.0,0.0
470,1.0,353,3.0,0.11033673561474973,29.57266271884965,36000.0,39000.0,5.0,38.0,50.0,2017.0,2.0,8.0,4.0,10.0,0.0,10.0,50.0,0.0,0.0
471,1.0,353,4.0,0.11033673561474973,29.57266271884965,44400.0,46800.0,8.0,38.0,40.0,2017.0,2.0,8.0,4.0,12.0,20.0,13.0,0.0,0.0,0.0
472,1.0,353,5.0,0.11033673561474973,29.57266271884965,68400.0,69600.0,5.0,15.2,20.0,2017.0,2.0,8.0,4.0,19.0,0.0,19.0,20.0,0.0,0.0
473,1.0,353,6.0,0.11033673561474973,29.57266271884965,73800.0,75000.0,8.0,15.2,20.0,2017.0,2.0,8.0,4.0,20.0,30.0,20.0,50.0,0.0,0.0
474,0.0,1815,1.0,0.4861809261055535,130.3071408443545,28800.0,32400.0,2.0,27.0,60.0,2017.0,3.0,10.0,2.0,8.0,0.0,9.0,0.0,0.0,0.0
475,0.0,1815,2.0,0.4861809261055535,130.3071408443545,60300.0,64800.0,8.0,27.0,75.0,2017.0,3.0,10.0,2.0,16.0,45.0,18.0,0.0,0.0,0.0
476,0.0,1937,1.0,0.16734752429410066,44.85280324101205,28800.0,29400.0,6.0,0.29,10.0,2017.0,3.0,9.0,4.0,8.0,0.0,8.0,10.0,0.0,0.0
477,0.0,1937,2.0,0.16734752429410066,44.85280324101205,29700.0,30000.0,8.0,0.29,5.0,2017.0,3.0,9.0,4.0,8.0,15.0,8.0,20.0,0.0,0.0
478,0.0,1937,3.0,0.16734752429410066,44.85280324101205,44700.0,45000.0,6.0,0.29,5.0,2017.0,3.0,9.0,4.0,12.0,25.0,12.0,30.0,0.0,0.0
479,0.0,1937,4.0,0.16734752429410066,44.85280324101205,45000.0,45600.0,8.0,0.29,10.0,2017.0,3.0,9.0,4.0,12.0,30.0,12.0,40.0,0.0,0.0
480,1.0,1937,5.0,0.16734752429410066,44.85280324101205,69300.0,70200.0,4.0,9.5,15.0,2017.0,3.0,9.0,4.0,19.0,15.0,19.0,30.0,0.0,0.0
481,1.0,1937,6.0,0.16734752429410066,44.85280324101205,73800.0,75000.0,8.0,9.5,20.0,2017.0,3.0,9.0,4.0,20.0,30.0,20.0,50.0,0.0,0.0
482,1.0,165,1.0,1.1358824084041725,304.4413736264352,27600.0,28500.0,3.0,4.75,15.0,2017.0,7.0,28.0,4.0,7.0,40.0,7.0,55.0,0.0,0.0
483,1.0,165,2.0,1.1358824084041725,304.4413736264352,46800.0,47700.0,8.0,4.75,15.0,2017.0,7.0,28.0,4.0,13.0,0.0,13.0,15.0,0.0,0.0
484,1.0,1553,1.0,0.17593101540899744,47.153366931579974,34200.0,57600.0,8.0,9994.0,390.0,2016.0,6.0,25.0,5.0,9.0,30.0,16.0,0.0,0.0,1.0
485,1.0,1553,2.0,0.17593101540899744,47.153366931579974,66600.0,67500.0,7.0,6.65,15.0,2016.0,6.0,25.0,5.0,18.0,30.0,18.0,45.0,0.0,0.0
486,1.0,1553,3.0,0.17593101540899744,47.153366931579974,72900.0,73800.0,8.0,6.65,15.0,2016.0,6.0,25.0,5.0,20.0,15.0,20.0,30.0,0.0,0.0
487,1.0,1553,4.0,0.17593101540899744,47.153366931579974,73800.0,75000.0,6.0,14.25,20.0,2016.0,6.0,25.0,5.0,20.0,30.0,20.0,50.0,0.0,0.0
488,1.0,1553,5.0,0.17593101540899744,47.153366931579974,75300.0,76800.0,8.0,14.25,25.0,2016.0,6.0,25.0,5.0,20.0,55.0,21.0,20.0,0.0,0.0
489,0.0,1314,1.0,1.0424180762138402,279.3908847144021,23400.0,24000.0,1.0,0.49,10.0,2017.0,2.0,8.0,5.0,6.0,30.0,6.0,40.0,0.0,0.0
490,0.0,1314,2.0,1.0424180762138402,279.3908847144021,49500.0,50100.0,8.0,0.49,10.0,2017.0,2.0,8.0,5.0,13.0,45.0,13.0,55.0,0.0,0.0
491,0.0,1314,3.0,1.0424180762138402,279.3908847144021,54000.0,54900.0,8.0,0.78,15.0,2017.0,2.0,8.0,5.0,15.0,0.0,15.0,15.0,0.0,0.0
492,1.0,1032,1.0,0.5740168389404242,153.8490900455476,23400.0,24300.0,1.0,12.35,15.0,2017.0,3.0,10.0,1.0,6.0,30.0,6.0,45.0,0.0,0.0
493,1.0,1032,2.0,0.5740168389404242,153.8490900455476,58500.0,59400.0,8.0,12.35,15.0,2017.0,3.0,10.0,1.0,16.0,15.0,16.0,30.0,0.0,0.0
494,0.0,1128,1.0,0.31896020140191667,85.48832267187636,31500.0,32400.0,5.0,0.98,15.0,2017.0,4.0,14.0,3.0,8.0,45.0,9.0,0.0,0.0,0.0
495,1.0,1128,2.0,0.31896020140191667,85.48832267187636,33300.0,34200.0,1.0,11.4,15.0,2017.0,4.0,14.0,3.0,9.0,15.0,9.0,30.0,0.0,0.0
496,1.0,1128,3.0,0.31896020140191667,85.48832267187636,53100.0,53580.0,4.0,7.6,8.0,2017.0,4.0,14.0,3.0,14.0,45.0,14.0,53.0,0.0,0.0
497,1.0,1128,4.0,0.31896020140191667,85.48832267187636,53700.0,54000.0,8.0,3.8,5.0,2017.0,4.0,14.0,3.0,14.0,55.0,15.0,0.0,0.0,0.0
498,1.0,1128,5.0,0.31896020140191667,85.48832267187636,65700.0,66300.0,7.0,3.8,10.0,2017.0,4.0,14.0,3.0,18.0,15.0,18.0,25.0,0.0,0.0
499,1.0,1128,6.0,0.31896020140191667,85.48832267187636,70800.0,71280.0,8.0,3.8,8.0,2017.0,4.0,14.0,3.0,19.0,40.0,19.0,48.0,0.0,0.0
500,1.0,169,1.0,0.23678861468043833,63.464536979397174,43200.0,44100.0,5.0,11.4,15.0,2017.0,5.0,20.0,7.0,12.0,0.0,12.0,15.0,0.0,0.0
501,1.0,169,2.0,0.23678861468043833,63.464536979397174,54000.0,77400.0,8.0,570.0,390.0,2017.0,5.0,20.0,7.0,15.0,0.0,21.0,30.0,0.0,0.0
502,0.0,335,1.0,0.13668139646700814,36.633609061748096,28800.0,30000.0,4.0,0.29,20.0,2016.0,8.0,34.0,4.0,8.0,0.0,8.0,20.0,0.0,0.0
503,0.0,790,1.0,0.4485546611581282,120.22247741416746,27000.0,27600.0,3.0,0.98,10.0,2017.0,3.0,10.0,5.0,7.0,30.0,7.0,40.0,0.0,0.0
504,0.0,790,2.0,0.4485546611581282,120.22247741416746,46800.0,47400.0,8.0,0.98,10.0,2017.0,3.0,10.0,5.0,13.0,0.0,13.0,10.0,0.0,0.0
505,0.0,790,3.0,0.4485546611581282,120.22247741416746,58200.0,60300.0,7.0,10.8,35.0,2017.0,3.0,10.0,5.0,16.0,10.0,16.0,45.0,0.0,1.0
506,0.0,790,4.0,0.4485546611581282,120.22247741416746,69300.0,71400.0,7.0,6.3,35.0,2017.0,3.0,10.0,5.0,19.0,15.0,19.0,50.0,0.0,1.0
507,1.0,1923,1.0,0.5643004728108778,151.24489102877405,17100.0,19200.0,1.0,57.0,35.0,2017.0,4.0,15.0,2.0,4.0,45.0,5.0,20.0,0.0,1.0
508,1.0,1923,2.0,0.5643004728108778,151.24489102877405,50400.0,53400.0,8.0,57.0,50.0,2017.0,4.0,15.0,2.0,14.0,0.0,14.0,50.0,0.0,1.0
509,1.0,1923,3.0,0.5643004728108778,151.24489102877405,57480.0,57600.0,6.0,0.76,2.0,2017.0,4.0,15.0,2.0,15.0,58.0,16.0,0.0,0.0,1.0
510,0.0,1923,4.0,0.5643004728108778,151.24489102877405,57840.0,58020.0,6.0,0.2,3.0,2017.0,4.0,15.0,2.0,16.0,4.0,16.0,7.0,0.0,0.0
511,1.0,1923,5.0,0.5643004728108778,151.24489102877405,58800.0,58980.0,8.0,0.95,3.0,2017.0,4.0,15.0,2.0,16.0,20.0,16.0,23.0,0.0,1.0
512,703.0,102,1.0,0.35314777669168496,94.65134192912221,47700.0,50400.0,7.0,70703.0,45.0,2016.0,8.0,35.0,1.0,13.0,15.0,14.0,0.0,0.0,703.0
513,0.0,329,1.0,0.0511318318032124,13.704451266285364,29400.0,30300.0,5.0,0.88,15.0,2017.0,6.0,22.0,5.0,8.0,10.0,8.0,25.0,0.0,0.0
514,0.0,329,2.0,0.0511318318032124,13.704451266285364,32700.0,33600.0,8.0,0.88,15.0,2017.0,6.0,22.0,5.0,9.0,5.0,9.0,20.0,0.0,0.0
515,0.0,329,3.0,0.0511318318032124,13.704451266285364,36300.0,37200.0,5.0,2.45,15.0,2017.0,6.0,22.0,5.0,10.0,5.0,10.0,20.0,0.0,0.0
516,0.0,329,4.0,0.0511318318032124,13.704451266285364,42300.0,43200.0,8.0,2.45,15.0,2017.0,6.0,22.0,5.0,11.0,45.0,12.0,0.0,0.0,0.0
517,1.0,329,5.0,0.0511318318032124,13.704451266285364,48900.0,49800.0,5.0,1.43,15.0,2017.0,6.0,22.0,5.0,13.0,35.0,13.0,50.0,0.0,0.0
518,1.0,329,6.0,0.0511318318032124,13.704451266285364,55800.0,56700.0,8.0,1.43,15.0,2017.0,6.0,22.0,5.0,15.0,30.0,15.0,45.0,0.0,0.0
519,1.0,329,7.0,0.0511318318032124,13.704451266285364,68700.0,70500.0,7.0,10.45,30.0,2017.0,6.0,22.0,5.0,19.0,5.0,19.0,35.0,0.0,0.0
520,1.0,329,8.0,0.0511318318032124,13.704451266285364,79500.0,81300.0,8.0,10.45,30.0,2017.0,6.0,22.0,5.0,22.0,5.0,22.0,35.0,0.0,0.0
521,1.0,1454,1.0,1.0397214553480272,278.6681312370494,25200.0,28800.0,3.0,42.75,60.0,2017.0,3.0,11.0,2.0,7.0,0.0,8.0,0.0,0.0,1.0
522,1.0,1454,2.0,1.0397214553480272,278.6681312370494,46800.0,50400.0,8.0,42.75,60.0,2017.0,3.0,11.0,2.0,13.0,0.0,14.0,0.0,0.0,1.0
523,1.0,1454,3.0,1.0397214553480272,278.6681312370494,55800.0,59400.0,3.0,42.75,60.0,2017.0,3.0,11.0,2.0,15.0,30.0,16.0,30.0,0.0,1.0
524,1.0,1454,4.0,1.0397214553480272,278.6681312370494,63000.0,66600.0,7.0,42.75,60.0,2017.0,3.0,11.0,2.0,17.0,30.0,18.0,30.0,0.0,1.0
525,1.0,1454,5.0,1.0397214553480272,278.6681312370494,70800.0,72000.0,8.0,9.5,20.0,2017.0,3.0,11.0,2.0,19.0,40.0,20.0,0.0,0.0,1.0
526,1.0,1895,1.0,0.10976054880826894,29.4182320299574,22320.0,23400.0,1.0,8.55,18.0,2016.0,12.0,49.0,5.0,6.0,12.0,6.0,30.0,0.0,1.0
527,1.0,1895,2.0,0.10976054880826894,29.4182320299574,44100.0,44400.0,7.0,0.76,5.0,2016.0,12.0,49.0,5.0,12.0,15.0,12.0,20.0,0.0,1.0
528,1.0,1895,3.0,0.10976054880826894,29.4182320299574,52500.0,53700.0,4.0,8.55,20.0,2016.0,12.0,49.0,5.0,14.0,35.0,14.0,55.0,0.0,0.0
529,1.0,1895,4.0,0.10976054880826894,29.4182320299574,56700.0,57900.0,8.0,8.55,20.0,2016.0,12.0,49.0,5.0,15.0,45.0,16.0,5.0,0.0,0.0
530,1.0,525,1.0,0.15076183511474459,40.40747513403112,21600.0,22380.0,1.0,2.7,13.0,2016.0,7.0,28.0,2.0,6.0,0.0,6.0,13.0,0.0,1.0
531,0.0,525,2.0,0.15076183511474459,40.40747513403112,23220.0,25500.0,1.0,72.0,38.0,2016.0,7.0,28.0,2.0,6.0,27.0,7.0,5.0,0.0,1.0
532,0.0,525,3.0,0.15076183511474459,40.40747513403112,26040.0,26400.0,1.0,5.4,6.0,2016.0,7.0,28.0,2.0,7.0,14.0,7.0,20.0,0.0,1.0
533,0.0,525,4.0,0.15076183511474459,40.40747513403112,26400.0,26820.0,1.0,0.2,7.0,2016.0,7.0,28.0,2.0,7.0,20.0,7.0,27.0,0.0,0.0
534,1.0,525,5.0,0.15076183511474459,40.40747513403112,55500.0,61620.0,8.0,81.0,102.0,2016.0,7.0,28.0,2.0,15.0,25.0,17.0,7.0,0.0,1.0
535,1.0,525,6.0,0.15076183511474459,40.40747513403112,62280.0,62820.0,8.0,2.85,9.0,2016.0,7.0,28.0,2.0,17.0,18.0,17.0,27.0,0.0,0.0
536,1.0,525,7.0,0.15076183511474459,40.40747513403112,66960.0,68880.0,7.0,16.15,32.0,2016.0,7.0,28.0,2.0,18.0,36.0,19.0,8.0,0.0,0.0
537,1.0,525,8.0,0.15076183511474459,40.40747513403112,79860.0,81120.0,7.0,16.15,21.0,2016.0,7.0,28.0,2.0,22.0,11.0,22.0,32.0,0.0,0.0
538,1.0,736,1.0,2.156856587170854,578.0848239705056,24900.0,26100.0,1.0,16.15,20.0,2017.0,3.0,10.0,3.0,6.0,55.0,7.0,15.0,0.0,0.0
539,1.0,736,2.0,2.156856587170854,578.0848239705056,52200.0,53400.0,8.0,16.15,20.0,2017.0,3.0,10.0,3.0,14.0,30.0,14.0,50.0,0.0,0.0
540,0.0,736,3.0,2.156856587170854,578.0848239705056,60000.0,60600.0,7.0,1.47,10.0,2017.0,3.0,10.0,3.0,16.0,40.0,16.0,50.0,0.0,0.0
541,0.0,736,4.0,2.156856587170854,578.0848239705056,68400.0,69000.0,8.0,1.47,10.0,2017.0,3.0,10.0,3.0,19.0,0.0,19.0,10.0,0.0,0.0
542,0.0,736,5.0,2.156856587170854,578.0848239705056,71700.0,72000.0,7.0,0.49,5.0,2017.0,3.0,10.0,3.0,19.0,55.0,20.0,0.0,0.0,0.0
543,0.0,736,6.0,2.156856587170854,578.0848239705056,79200.0,79500.0,8.0,1.47,5.0,2017.0,3.0,10.0,3.0,22.0,0.0,22.0,5.0,0.0,0.0
544,1.0,881,1.0,0.3077156454172162,82.47453528994916,30600.0,31800.0,5.0,7.6,20.0,2017.0,4.0,15.0,2.0,8.0,30.0,8.0,50.0,0.0,0.0
545,1.0,881,2.0,0.3077156454172162,82.47453528994916,36000.0,37800.0,8.0,7.6,30.0,2017.0,4.0,15.0,2.0,10.0,0.0,10.0,30.0,0.0,0.0
546,1.0,881,3.0,0.3077156454172162,82.47453528994916,72900.0,74100.0,6.0,7.6,20.0,2017.0,4.0,15.0,2.0,20.0,15.0,20.0,35.0,0.0,0.0
547,1.0,881,4.0,0.3077156454172162,82.47453528994916,74100.0,75300.0,8.0,7.6,20.0,2017.0,4.0,15.0,2.0,20.0,35.0,20.0,55.0,0.0,0.0
548,0.0,2009,1.0,3.6418318457884093,976.0907303829027,16380.0,20400.0,1.0,7.2,67.0,2017.0,3.0,12.0,3.0,4.0,33.0,5.0,40.0,0.0,1.0
549,0.0,2009,2.0,3.6418318457884093,976.0907303829027,54000.0,56700.0,5.0,9.0,45.0,2017.0,3.0,12.0,3.0,15.0,0.0,15.0,45.0,0.0,1.0
550,0.0,2009,3.0,3.6418318457884093,976.0907303829027,59400.0,61800.0,8.0,1.8,40.0,2017.0,3.0,12.0,3.0,16.0,30.0,17.0,10.0,0.0,1.0
551,1.0,161,1.0,7.749608777833628,2077.064953145799,27000.0,27600.0,5.0,9.5,10.0,2016.0,12.0,48.0,6.0,7.0,30.0,7.0,40.0,0.0,0.0
552,1.0,161,2.0,7.749608777833628,2077.064953145799,30600.0,31200.0,8.0,9.5,10.0,2016.0,12.0,48.0,6.0,8.0,30.0,8.0,40.0,0.0,0.0
553,1.0,161,3.0,7.749608777833628,2077.064953145799,31200.0,31800.0,2.0,4.75,10.0,2016.0,12.0,48.0,6.0,8.0,40.0,8.0,50.0,0.0,0.0
554,1.0,161,4.0,7.749608777833628,2077.064953145799,36000.0,36300.0,8.0,4.75,5.0,2016.0,12.0,48.0,6.0,10.0,0.0,10.0,5.0,0.0,0.0
555,0.0,200,1.0,0.3094043781244537,82.92715265709509,33600.0,35400.0,99.0,4.9,30.0,2017.0,5.0,19.0,4.0,9.0,20.0,9.0,50.0,0.0,1.0
556,0.0,200,2.0,0.3094043781244537,82.92715265709509,43800.0,44400.0,4.0,0.98,10.0,2017.0,5.0,19.0,4.0,12.0,10.0,12.0,20.0,0.0,0.0
557,0.0,200,3.0,0.3094043781244537,82.92715265709509,46800.0,48600.0,8.0,5.88,30.0,2017.0,5.0,19.0,4.0,13.0,0.0,13.0,30.0,0.0,1.0
558,0.0,200,4.0,0.3094043781244537,82.92715265709509,62100.0,65400.0,7.0,6.86,55.0,2017.0,5.0,19.0,4.0,17.0,15.0,18.0,10.0,0.0,0.0
559,1.0,857,1.0,0.09081342431580755,24.339987517957237,57000.0,57600.0,5.0,3.33,10.0,2016.0,6.0,25.0,4.0,15.0,50.0,16.0,0.0,0.0,1.0
560,1.0,857,2.0,0.09081342431580755,24.339987517957237,61200.0,61800.0,8.0,3.33,10.0,2016.0,6.0,25.0,4.0,17.0,0.0,17.0,10.0,0.0,1.0
561,1.0,242,1.0,0.7411601721092027,198.64716559096766,50400.0,51000.0,7.0,7.6,10.0,2017.0,8.0,31.0,7.0,14.0,0.0,14.0,10.0,0.0,0.0
562,1.0,242,2.0,0.7411601721092027,198.64716559096766,57600.0,58200.0,9.0,7.6,10.0,2017.0,8.0,31.0,7.0,16.0,0.0,16.0,10.0,0.0,0.0
563,1.0,242,3.0,0.7411601721092027,198.64716559096766,65700.0,69300.0,8.0,71.25,60.0,2017.0,8.0,31.0,7.0,18.0,15.0,19.0,15.0,0.0,0.0
564,1.0,2062,1.0,0.12715127266303794,34.07932706896077,44100.0,44400.0,7.0,1.9,5.0,2017.0,5.0,18.0,1.0,12.0,15.0,12.0,20.0,0.0,1.0
565,1.0,2062,2.0,0.12715127266303794,34.07932706896077,45000.0,50400.0,7.0,5.7,90.0,2017.0,5.0,18.0,1.0,12.0,30.0,14.0,0.0,0.0,1.0
566,1.0,2062,3.0,0.12715127266303794,34.07932706896077,50400.0,51000.0,7.0,7.6,10.0,2017.0,5.0,18.0,1.0,14.0,0.0,14.0,10.0,0.0,1.0
567,1.0,2062,4.0,0.12715127266303794,34.07932706896077,52200.0,52500.0,6.0,1.9,5.0,2017.0,5.0,18.0,1.0,14.0,30.0,14.0,35.0,0.0,1.0
568,1.0,2062,5.0,0.12715127266303794,34.07932706896077,53100.0,53400.0,9.0,1.9,5.0,2017.0,5.0,18.0,1.0,14.0,45.0,14.0,50.0,0.0,1.0
569,1.0,2062,6.0,0.12715127266303794,34.07932706896077,66600.0,66900.0,8.0,1.9,5.0,2017.0,5.0,18.0,1.0,18.0,30.0,18.0,35.0,0.0,1.0
570,1.0,763,1.0,0.44813960032524897,120.11123201661101,32400.0,35100.0,5.0,33.25,45.0,2017.0,3.0,11.0,3.0,9.0,0.0,9.0,45.0,0.0,0.0
571,0.0,763,2.0,0.44813960032524897,120.11123201661101,36000.0,37800.0,8.0,3.6,30.0,2017.0,3.0,11.0,3.0,10.0,0.0,10.0,30.0,0.0,0.0
572,0.0,763,3.0,0.44813960032524897,120.11123201661101,55800.0,56700.0,4.0,2.45,15.0,2017.0,3.0,11.0,3.0,15.0,30.0,15.0,45.0,0.0,0.0
573,1.0,763,4.0,0.44813960032524897,120.11123201661101,56700.0,58500.0,5.0,3.8,30.0,2017.0,3.0,11.0,3.0,15.0,45.0,16.0,15.0,0.0,0.0
574,1.0,763,5.0,0.44813960032524897,120.11123201661101,58800.0,59400.0,8.0,2.38,10.0,2017.0,3.0,11.0,3.0,16.0,20.0,16.0,30.0,0.0,0.0
575,1.0,763,6.0,0.44813960032524897,120.11123201661101,63000.0,65700.0,7.0,33.25,45.0,2017.0,3.0,11.0,3.0,17.0,30.0,18.0,15.0,0.0,0.0
